,epoch,iteration,mode,loss
63,0,64.0,train,1.6558361
64,0,65.0,train,1.4799016
65,0,66.0,train,1.4210126
66,0,67.0,train,1.825329
67,0,68.0,train,1.535102
68,0,69.0,train,1.5587276
69,0,70.0,train,1.7419077
70,0,71.0,train,1.1786315
71,0,72.0,train,1.8778393
72,0,73.0,train,1.5719936
73,0,74.0,train,1.3361796
74,0,75.0,train,1.7257557
75,0,76.0,train,1.4285558
76,0,77.0,train,1.6810744
77,0,78.0,train,1.7151331
78,0,79.0,train,1.230153
79,0,80.0,train,1.4556357
80,0,81.0,train,1.5915947
81,0,82.0,train,1.2139337
82,0,83.0,train,1.1759908
83,0,84.0,train,1.1795608
84,0,85.0,train,1.4771932
85,0,86.0,train,1.2748665
86,0,87.0,train,1.1951096
87,0,88.0,train,1.6742125
88,0,89.0,train,1.6458079
89,0,90.0,train,1.2297024
90,0,91.0,train,1.2601005
91,0,92.0,train,1.1274213
92,0,93.0,train,1.1702995
93,0,94.0,train,1.0661218
94,0,95.0,train,1.2537456
95,0,96.0,train,1.1107919
96,0,97.0,train,1.2503223
97,0,98.0,train,1.1566002
98,0,99.0,train,1.1243911
99,0,100.0,train,1.1960471
100,0,101.0,train,1.164794
101,0,102.0,train,1.1700226
102,0,103.0,train,1.0680337
103,0,104.0,train,1.102059
104,0,105.0,train,1.3578533
105,0,106.0,train,1.3428103
106,0,107.0,train,1.3053408
107,0,108.0,train,1.0405197
108,0,109.0,train,1.1071085
109,0,110.0,train,1.1542774
110,0,111.0,train,0.90492773
111,0,112.0,train,1.2625312
112,0,113.0,train,1.1200373
113,0,114.0,train,0.8571118
114,0,115.0,train,1.3064708
115,0,116.0,train,1.1206356
116,0,117.0,train,0.8983409
117,0,118.0,train,0.8613553
118,0,119.0,train,1.028574
119,0,120.0,train,0.9946364
120,0,121.0,train,1.0388305
121,0,122.0,train,1.2080117
122,0,123.0,train,0.97049636
123,0,124.0,train,1.2561257
124,0,125.0,train,1.0447952
125,0,126.0,train,1.1671966
126,0,127.0,train,1.1582276
127,0,128.0,train,1.232636
128,0,129.0,train,1.1555036
129,0,130.0,train,1.2158463
130,0,131.0,train,0.9948442
131,0,132.0,train,1.196354
132,0,133.0,train,1.2518784
133,0,134.0,train,0.958653
134,0,135.0,train,0.96060324
135,0,136.0,train,0.9141626
136,0,137.0,train,1.0429549
137,0,138.0,train,0.8902676
138,0,139.0,train,0.91208684
139,0,140.0,train,1.1337869
140,0,141.0,train,0.97706676
141,0,142.0,train,1.2233586
142,0,143.0,train,0.89801574
143,0,144.0,train,0.82919014
144,0,145.0,train,1.0810577
145,0,146.0,train,1.0942547
146,0,147.0,train,0.98669195
147,0,148.0,train,1.004248
148,0,149.0,train,1.0351851
149,0,150.0,train,0.9140954
150,0,151.0,train,1.1226611
151,0,152.0,train,0.874696
152,0,153.0,train,0.99034417
153,0,154.0,train,0.8946583
154,0,155.0,train,0.9587299
155,0,156.0,train,0.7922146
156,0,157.0,train,0.8027265
157,0,158.0,train,1.0367793
158,0,159.0,train,0.8492655
159,0,160.0,train,1.0332565
160,0,161.0,train,0.83315325
161,0,162.0,train,1.0770353
162,0,163.0,train,0.89936155
163,0,164.0,train,0.8015899
164,0,165.0,train,1.0475606
165,0,166.0,train,0.91808176
166,0,167.0,train,0.956851
167,0,168.0,train,0.608094
168,0,169.0,train,0.9448299
169,0,170.0,train,0.71128774
170,0,171.0,train,0.95706475
171,0,172.0,train,0.9950901
172,0,173.0,train,0.77874243
173,0,174.0,train,0.8304416
174,0,175.0,train,0.8742782
175,0,176.0,train,0.8275156
176,0,177.0,train,0.8196027
177,0,178.0,train,0.7735894
178,0,179.0,train,1.3288593
179,0,180.0,train,0.83934706
180,0,181.0,train,0.9889494
181,0,182.0,train,0.71153295
182,0,183.0,train,0.7560592
183,0,184.0,train,1.2520307
184,0,185.0,train,1.0068623
185,0,186.0,train,1.0893526
186,0,187.0,train,0.8379804
187,0,188.0,train,0.6981599
188,0,189.0,train,0.7027991
189,0,190.0,train,0.73507726
190,0,191.0,train,1.049834
191,0,192.0,train,0.877055
192,0,193.0,train,0.8563826
193,0,194.0,train,0.8788796
194,0,195.0,train,0.77593654
195,0,196.0,train,0.8470197
196,0,197.0,train,0.7310828
197,0,198.0,train,0.98214394
198,0,199.0,train,0.7956783
199,0,200.0,train,0.7902516
200,0,201.0,train,0.82843286
201,0,202.0,train,0.9146058
202,0,203.0,train,0.6570812
203,0,204.0,train,0.82703227
204,0,205.0,train,0.7992312
205,0,206.0,train,0.7762633
206,0,207.0,train,0.70313674
207,0,208.0,train,0.87562853
208,0,209.0,train,1.1334579
209,0,210.0,train,0.7381972
210,0,211.0,train,0.72225267
211,0,212.0,train,1.2751931
212,0,213.0,train,0.6843638
213,0,214.0,train,0.67389524
214,0,215.0,train,0.9101973
215,0,216.0,train,0.7201817
216,0,217.0,train,0.76418597
217,0,218.0,train,1.0876173
218,0,219.0,train,0.77214706
219,0,220.0,train,0.788123
220,0,221.0,train,0.79175305
221,0,222.0,train,0.79801875
222,0,223.0,train,0.5258333
223,0,224.0,train,0.7664914
224,0,225.0,train,0.76803315
225,0,226.0,train,0.73406625
226,0,227.0,train,0.85272056
227,0,228.0,train,0.84091794
228,0,229.0,train,0.92080784
229,0,230.0,train,0.8892307
230,0,231.0,train,0.8767359
231,0,232.0,train,0.8967349
232,0,233.0,train,0.7312833
233,0,234.0,train,0.6409211
234,0,235.0,train,0.5822255
235,0,236.0,train,0.57359666
236,0,237.0,train,0.6611154
237,0,238.0,train,0.97746295
238,0,239.0,train,0.5008456
239,0,240.0,train,0.64755756
240,0,241.0,train,0.9902975
241,0,242.0,train,0.56331336
242,0,1.0,test,1.1476737
243,0,2.0,test,0.9048226
244,0,3.0,test,0.9102684
245,0,4.0,test,0.7871871
246,0,5.0,test,0.88387764
247,0,6.0,test,0.6806592
248,0,7.0,test,0.6665243
249,0,8.0,test,0.56200427
250,0,9.0,test,0.75875473
251,0,10.0,test,0.67733884
252,0,11.0,test,0.54940206
253,0,12.0,test,1.0196277
254,0,13.0,test,0.6938927
255,0,14.0,test,0.5812808
256,0,15.0,test,0.62664384
257,0,16.0,test,0.64180577
258,0,17.0,test,0.9832078
259,0,18.0,test,1.6018533
260,0,19.0,test,0.62310696
261,0,20.0,test,0.6489125
262,0,21.0,test,0.75699055
263,0,22.0,test,0.6128692
264,0,23.0,test,0.5910554
265,0,24.0,test,0.49645206
266,0,25.0,test,0.6904403
267,0,26.0,test,0.538599
268,0,27.0,test,0.5472521
269,0,28.0,test,0.6146533
270,0,29.0,test,0.9016131
271,0,30.0,test,0.6778685
272,0,31.0,test,0.6679829
273,0,32.0,test,0.9328784
274,0,33.0,test,0.95711803
275,0,34.0,test,0.6455365
276,0,35.0,test,0.78537405
277,0,36.0,test,0.74759114
278,0,37.0,test,1.0194657
279,0,38.0,test,1.1121652
280,0,39.0,test,1.0340075
281,0,40.0,test,1.0920581
282,0,41.0,test,1.4899203
283,0,42.0,test,1.9741395
284,0,43.0,test,0.76534873
285,0,44.0,test,1.2660171
286,0,45.0,test,1.5551301
287,0,46.0,test,1.0348701
288,0,47.0,test,0.7966052
289,0,48.0,test,1.0391213
290,0,49.0,test,0.82861483
291,0,50.0,test,1.4096241
292,0,51.0,test,1.2353234
293,0,52.0,test,1.4749684
294,0,53.0,test,1.1688477
295,0,54.0,test,1.1647844
296,0,55.0,test,1.3481802
297,0,56.0,test,1.3341093
298,0,57.0,test,1.1449411
299,0,58.0,test,1.0245966
300,0,59.0,test,0.95216
301,0,60.0,test,0.66639495
302,0,61.0,test,1.0639709
303,0,62.0,test,0.9778074
304,0,63.0,test,0.75984406
305,0,64.0,test,0.9388956
306,0,65.0,test,0.69377565
307,0,66.0,test,0.7343229
308,0,67.0,test,0.6960592
309,0,68.0,test,0.70954585
310,0,69.0,test,1.0338057
311,0,70.0,test,0.74040747
312,0,71.0,test,0.5095502
313,0,72.0,test,0.64913255
314,0,73.0,test,0.6728058
315,0,74.0,test,1.032323
316,0,75.0,test,0.8081997
317,1,1.0,train,0.6947191
318,1,2.0,train,0.964219
319,1,3.0,train,0.7296742
320,1,4.0,train,0.5952708
321,1,5.0,train,0.7475158
322,1,6.0,train,0.8341578
323,1,7.0,train,0.76543784
324,1,8.0,train,0.8556893
325,1,9.0,train,0.6995011
326,1,10.0,train,0.5004699
327,1,11.0,train,0.74271274
328,1,12.0,train,0.84598756
329,1,13.0,train,0.7265558
330,1,14.0,train,0.6887771
331,1,15.0,train,0.8536667
332,1,16.0,train,0.68908894
333,1,17.0,train,0.43459603
334,1,18.0,train,0.7409272
335,1,19.0,train,0.672987
336,1,20.0,train,0.6031451
337,1,21.0,train,0.905498
338,1,22.0,train,0.6868799
339,1,23.0,train,0.5473041
340,1,24.0,train,0.67138505
341,1,25.0,train,0.9330999
342,1,26.0,train,0.7081504
343,1,27.0,train,0.5563637
344,1,28.0,train,0.55629504
345,1,29.0,train,0.95728844
346,1,30.0,train,0.7806277
347,1,31.0,train,0.750165
348,1,32.0,train,0.92509335
349,1,33.0,train,0.7184528
350,1,34.0,train,0.7839936
351,1,35.0,train,0.7819581
352,1,36.0,train,0.68857795
353,1,37.0,train,0.74046385
354,1,38.0,train,0.60139036
355,1,39.0,train,0.7123832
356,1,40.0,train,0.7937968
357,1,41.0,train,0.71328396
358,1,42.0,train,0.9082142
359,1,43.0,train,0.49401876
360,1,44.0,train,0.6056334
361,1,45.0,train,0.6779079
362,1,46.0,train,0.8058285
363,1,47.0,train,0.6216253
364,1,48.0,train,0.64174676
365,1,49.0,train,0.77783734
366,1,50.0,train,0.8454547
367,1,51.0,train,0.7087263
368,1,52.0,train,0.672765
369,1,53.0,train,0.39300546
370,1,54.0,train,0.63627505
371,1,55.0,train,0.6971084
372,1,56.0,train,0.6435751
373,1,57.0,train,0.4921739
374,1,58.0,train,0.6500348
375,1,59.0,train,0.71826863
376,1,60.0,train,0.34830737
377,1,61.0,train,0.6233908
378,1,62.0,train,0.7532432
379,1,63.0,train,0.72232914
380,1,64.0,train,0.6095964
381,1,65.0,train,0.57046777
382,1,66.0,train,0.53234386
383,1,67.0,train,0.6448559
384,1,68.0,train,0.80145216
385,1,69.0,train,0.6589105
386,1,70.0,train,0.53878766
387,1,71.0,train,0.7490797
388,1,72.0,train,0.77711624
389,1,73.0,train,0.6925714
390,1,74.0,train,0.6318936
391,1,75.0,train,0.5906223
392,1,76.0,train,0.5636869
393,1,77.0,train,0.5702806
394,1,78.0,train,0.629655
395,1,79.0,train,0.8205769
396,1,80.0,train,0.63233954
397,1,81.0,train,0.5841199
398,1,82.0,train,0.5193784
399,1,83.0,train,0.39390278
400,1,84.0,train,0.56533825
401,1,85.0,train,0.7036007
402,1,86.0,train,0.50258595
403,1,87.0,train,0.67347133
404,1,88.0,train,0.4418238
405,1,89.0,train,0.77682847
406,1,90.0,train,0.48676252
407,1,91.0,train,0.82772505
408,1,92.0,train,0.77001476
409,1,93.0,train,0.6069875
410,1,94.0,train,0.7251765
411,1,95.0,train,0.5723054
412,1,96.0,train,0.4909484
413,1,97.0,train,0.55546355
414,1,98.0,train,0.875482
415,1,99.0,train,0.6585507
416,1,100.0,train,0.64813614
417,1,101.0,train,0.59964263
418,1,102.0,train,0.7512356
419,1,103.0,train,0.6234167
420,1,104.0,train,0.7340076
421,1,105.0,train,0.6003909
422,1,106.0,train,0.7985382
423,1,107.0,train,0.5751794
424,1,108.0,train,0.6262151
425,1,109.0,train,0.5797617
426,1,110.0,train,0.39713347
427,1,111.0,train,0.57852644
428,1,112.0,train,0.6737499
429,1,113.0,train,0.7440767
430,1,114.0,train,0.7302451
431,1,115.0,train,0.5720392
432,1,116.0,train,0.5701646
433,1,117.0,train,0.6404452
434,1,118.0,train,0.7726082
435,1,119.0,train,0.61209273
436,1,120.0,train,0.57159996
437,1,121.0,train,0.7622128
438,1,122.0,train,0.5561758
439,1,123.0,train,0.47572064
440,1,124.0,train,0.49598676
441,1,125.0,train,0.6233604
442,1,126.0,train,0.4866968
443,1,127.0,train,0.60463345
444,1,128.0,train,0.4711162
445,1,129.0,train,0.73210484
446,1,130.0,train,0.5212273
447,1,131.0,train,0.6486728
448,1,132.0,train,0.9450375
449,1,133.0,train,0.37448367
450,1,134.0,train,0.63739717
451,1,135.0,train,0.48565134
452,1,136.0,train,0.5305585
453,1,137.0,train,0.90027076
454,1,138.0,train,0.58058274
455,1,139.0,train,0.58067816
456,1,140.0,train,0.57286704
457,1,141.0,train,0.58186036
458,1,142.0,train,0.5588012
459,1,143.0,train,0.7709424
460,1,144.0,train,0.6774106
461,1,145.0,train,0.4801424
462,1,146.0,train,0.5763525
463,1,147.0,train,0.7527601
464,1,148.0,train,0.6071489
465,1,149.0,train,0.6695209
466,1,150.0,train,0.40453663
467,1,151.0,train,0.5504493
468,1,152.0,train,0.6089637
469,1,153.0,train,0.5529409
470,1,154.0,train,0.6416437
471,1,155.0,train,0.66138995
472,1,156.0,train,0.6787307
473,1,157.0,train,0.6464534
474,1,158.0,train,0.5156277
475,1,159.0,train,0.7391224
476,1,160.0,train,0.66709703
477,1,161.0,train,0.4693165
478,1,162.0,train,0.56941295
479,1,163.0,train,0.5504196
480,1,164.0,train,0.8923459
481,1,165.0,train,0.82248825
482,1,166.0,train,0.8154352
483,1,167.0,train,0.6454537
484,1,168.0,train,0.5970653
485,1,169.0,train,0.6945492
486,1,170.0,train,0.6047305
487,1,171.0,train,0.40154102
488,1,172.0,train,0.58132195
489,1,173.0,train,0.61940324
490,1,174.0,train,0.59217656
491,1,175.0,train,0.5348569
492,1,176.0,train,0.42286056
493,1,177.0,train,0.6747539
494,1,178.0,train,0.5764517
495,1,179.0,train,0.63839847
496,1,180.0,train,0.53241444
497,1,181.0,train,0.49419066
498,1,182.0,train,0.48013148
499,1,183.0,train,0.41894662
500,1,184.0,train,0.4444123
501,1,185.0,train,0.47352976
502,1,186.0,train,0.6196001
503,1,187.0,train,0.7490281
504,1,188.0,train,0.5183501
505,1,189.0,train,0.39559498
506,1,190.0,train,0.57863253
507,1,191.0,train,0.65052056
508,1,192.0,train,0.4929083
509,1,193.0,train,0.52959836
510,1,194.0,train,0.56373256
511,1,195.0,train,0.5202704
512,1,196.0,train,0.67061156
513,1,197.0,train,0.495521
514,1,198.0,train,0.65067965
515,1,199.0,train,0.41702178
516,1,200.0,train,0.38474944
517,1,201.0,train,0.4471889
518,1,202.0,train,0.7885412
519,1,203.0,train,0.5187064
520,1,204.0,train,0.55555415
521,1,205.0,train,0.6069589
522,1,206.0,train,0.4789879
523,1,207.0,train,0.56116796
524,1,208.0,train,0.5446517
525,1,209.0,train,0.719627
526,1,210.0,train,0.5176976
527,1,211.0,train,0.660773
528,1,212.0,train,0.304726
529,1,213.0,train,0.45146227
530,1,214.0,train,0.5263332
531,1,215.0,train,0.56111866
532,1,216.0,train,0.39664018
533,1,217.0,train,0.6096639
534,1,218.0,train,0.46355513
535,1,219.0,train,0.5309966
536,1,220.0,train,0.52314484
537,1,221.0,train,0.5009195
538,1,222.0,train,0.6294391
539,1,223.0,train,0.6086035
540,1,224.0,train,0.6261861
541,1,225.0,train,0.50609285
542,1,226.0,train,0.67806864
543,1,227.0,train,0.4708047
544,1,228.0,train,0.39312497
545,1,229.0,train,0.4872864
546,1,230.0,train,0.726671
547,1,231.0,train,0.83884066
548,1,232.0,train,0.5688905
549,1,233.0,train,0.45703596
550,1,234.0,train,0.46811128
551,1,235.0,train,0.56853503
552,1,236.0,train,0.47466332
553,1,237.0,train,0.5610735
554,1,238.0,train,0.569517
555,1,239.0,train,0.62859887
556,1,240.0,train,0.61068916
557,1,241.0,train,0.7848666
558,1,242.0,train,0.6684085
559,1,1.0,test,0.7002321
560,1,2.0,test,0.61900663
561,1,3.0,test,0.59418154
562,1,4.0,test,0.56321186
563,1,5.0,test,0.64026475
564,1,6.0,test,0.46124837
565,1,7.0,test,0.4168169
566,1,8.0,test,0.47416446
567,1,9.0,test,0.56769216
568,1,10.0,test,0.40350452
569,1,11.0,test,0.44234827
570,1,12.0,test,0.68959856
571,1,13.0,test,0.3590389
572,1,14.0,test,0.46325335
573,1,15.0,test,0.4716549
574,1,16.0,test,0.5146304
575,1,17.0,test,0.77351683
576,1,18.0,test,1.0871115
577,1,19.0,test,0.607051
578,1,20.0,test,0.57050425
579,1,21.0,test,0.57071006
580,1,22.0,test,0.4821776
581,1,23.0,test,0.4742132
582,1,24.0,test,0.34739214
583,1,25.0,test,0.6672725
584,1,26.0,test,0.47399586
585,1,27.0,test,0.4571462
586,1,28.0,test,0.5585689
587,1,29.0,test,0.82626235
588,1,30.0,test,0.5200724
589,1,31.0,test,0.5139953
590,1,32.0,test,0.78289634
591,1,33.0,test,0.5842023
592,1,34.0,test,0.5705898
593,1,35.0,test,0.54649746
594,1,36.0,test,0.57571244
595,1,37.0,test,0.8235592
596,1,38.0,test,0.9174737
597,1,39.0,test,0.5711749
598,1,40.0,test,0.6705525
599,1,41.0,test,0.833968
600,1,42.0,test,0.95086825
601,1,43.0,test,0.5258494
602,1,44.0,test,0.65793747
603,1,45.0,test,0.9093421
604,1,46.0,test,0.70212746
605,1,47.0,test,0.51869196
606,1,48.0,test,0.43499786
607,1,49.0,test,0.66156906
608,1,50.0,test,0.933208
609,1,51.0,test,0.95111865
610,1,52.0,test,0.85733765
611,1,53.0,test,0.79982424
612,1,54.0,test,0.7044658
613,1,55.0,test,0.8348969
614,1,56.0,test,0.98950607
615,1,57.0,test,0.45083794
616,1,58.0,test,0.5601446
617,1,59.0,test,0.5390707
618,1,60.0,test,0.50339043
619,1,61.0,test,0.61346376
620,1,62.0,test,0.66149026
621,1,63.0,test,0.4305561
622,1,64.0,test,0.7217339
623,1,65.0,test,0.5785134
624,1,66.0,test,0.6027283
625,1,67.0,test,0.52499354
626,1,68.0,test,0.3631017
627,1,69.0,test,0.78894335
628,1,70.0,test,0.5792423
629,1,71.0,test,0.32896516
630,1,72.0,test,0.44064784
631,1,73.0,test,0.543962
632,1,74.0,test,0.79768926
633,1,75.0,test,0.5637
634,2,1.0,train,0.5369779
635,2,2.0,train,0.55138755
636,2,3.0,train,0.53580034
637,2,4.0,train,0.6334347
638,2,5.0,train,0.75411594
639,2,6.0,train,0.6598315
640,2,7.0,train,0.5755793
641,2,8.0,train,0.39341414
642,2,9.0,train,0.50184226
643,2,10.0,train,0.6437994
644,2,11.0,train,0.5437963
645,2,12.0,train,0.750937
646,2,13.0,train,0.4512915
647,2,14.0,train,0.5288733
648,2,15.0,train,0.49971804
649,2,16.0,train,0.7038491
650,2,17.0,train,0.4789285
651,2,18.0,train,0.6410301
652,2,19.0,train,0.50100803
653,2,20.0,train,0.81682307
654,2,21.0,train,0.5211427
655,2,22.0,train,0.5380444
656,2,23.0,train,0.5662498
657,2,24.0,train,0.65162015
658,2,25.0,train,0.51870114
659,2,26.0,train,0.48658788
660,2,27.0,train,0.6559466
661,2,28.0,train,0.4692524
662,2,29.0,train,0.4699338
663,2,30.0,train,0.39407328
664,2,31.0,train,0.7416497
665,2,32.0,train,0.5812556
666,2,33.0,train,0.5850653
667,2,34.0,train,0.5390105
668,2,35.0,train,0.59653944
669,2,36.0,train,0.5934767
670,2,37.0,train,0.6028788
671,2,38.0,train,0.6032465
672,2,39.0,train,0.6404425
673,2,40.0,train,0.49086738
674,2,41.0,train,0.6816448
675,2,42.0,train,0.37651676
676,2,43.0,train,0.62636524
677,2,44.0,train,0.4940287
678,2,45.0,train,0.5646586
679,2,46.0,train,0.7189317
680,2,47.0,train,0.5504749
681,2,48.0,train,0.82142997
682,2,49.0,train,0.51603115
683,2,50.0,train,0.47682035
684,2,51.0,train,0.54973686
685,2,52.0,train,0.7947988
686,2,53.0,train,0.47616604
687,2,54.0,train,0.3888113
688,2,55.0,train,0.5132491
689,2,56.0,train,0.592737
690,2,57.0,train,0.522091
691,2,58.0,train,0.5186461
692,2,59.0,train,0.43503362
693,2,60.0,train,0.601527
694,2,61.0,train,0.64529103
695,2,62.0,train,0.54757106
696,2,63.0,train,0.40059558
697,2,64.0,train,0.57954395
698,2,65.0,train,0.47209996
699,2,66.0,train,0.36690634
700,2,67.0,train,0.65317094
701,2,68.0,train,0.5252763
702,2,69.0,train,0.45246628
703,2,70.0,train,0.55043536
704,2,71.0,train,0.4690863
705,2,72.0,train,0.6428771
706,2,73.0,train,0.44146454
707,2,74.0,train,0.5047059
708,2,75.0,train,0.55889904
709,2,76.0,train,0.4707725
710,2,77.0,train,0.50493044
711,2,78.0,train,0.37703604
712,2,79.0,train,0.3965665
713,2,80.0,train,0.51096237
714,2,81.0,train,0.5840623
715,2,82.0,train,0.39457434
716,2,83.0,train,0.418203
717,2,84.0,train,0.5522288
718,2,85.0,train,0.5735433
719,2,86.0,train,0.46479172
720,2,87.0,train,0.41236836
721,2,88.0,train,0.5781404
722,2,89.0,train,0.44967073
723,2,90.0,train,0.43751937
724,2,91.0,train,0.3776749
725,2,92.0,train,0.4629333
726,2,93.0,train,0.44914952
727,2,94.0,train,0.36516678
728,2,95.0,train,0.5210961
729,2,96.0,train,0.57380795
730,2,97.0,train,0.47402328
731,2,98.0,train,0.8134427
732,2,99.0,train,0.70201623
733,2,100.0,train,0.5047998
734,2,101.0,train,0.43821117
735,2,102.0,train,0.43165183
736,2,103.0,train,0.5007938
737,2,104.0,train,0.3943005
738,2,105.0,train,0.39688835
739,2,106.0,train,0.56788635
740,2,107.0,train,0.4383789
741,2,108.0,train,0.69433284
742,2,109.0,train,0.50216293
743,2,110.0,train,0.54424083
744,2,111.0,train,0.7514127
745,2,112.0,train,0.7240929
746,2,113.0,train,0.55069065
747,2,114.0,train,0.4124904
748,2,115.0,train,0.45018902
749,2,116.0,train,0.558926
750,2,117.0,train,0.43932357
751,2,118.0,train,0.6521434
752,2,119.0,train,0.53224504
753,2,120.0,train,0.5328015
754,2,121.0,train,0.4744232
755,2,122.0,train,0.62299895
756,2,123.0,train,0.48099726
757,2,124.0,train,0.6937046
758,2,125.0,train,0.56742567
759,2,126.0,train,0.4977502
760,2,127.0,train,0.50421166
761,2,128.0,train,0.49766755
762,2,129.0,train,0.5547964
763,2,130.0,train,0.5003857
764,2,131.0,train,0.52793133
765,2,132.0,train,0.6203159
766,2,133.0,train,0.47039384
767,2,134.0,train,0.55012655
768,2,135.0,train,0.45103386
769,2,136.0,train,0.75070953
770,2,137.0,train,0.50540733
771,2,138.0,train,0.4216984
772,2,139.0,train,0.55632466
773,2,140.0,train,0.46513954
774,2,141.0,train,0.48210818
775,2,142.0,train,0.45990604
776,2,143.0,train,0.396323
777,2,144.0,train,0.5566786
778,2,145.0,train,0.6168185
779,2,146.0,train,0.40359387
780,2,147.0,train,0.5251215
781,2,148.0,train,0.3582418
782,2,149.0,train,0.48382705
783,2,150.0,train,0.37577593
784,2,151.0,train,0.5606237
785,2,152.0,train,0.55267465
786,2,153.0,train,0.44327152
787,2,154.0,train,0.53541744
788,2,155.0,train,0.3977884
789,2,156.0,train,0.56392884
790,2,157.0,train,0.41703215
791,2,158.0,train,0.5247606
792,2,159.0,train,0.4923659
793,2,160.0,train,0.5391143
794,2,161.0,train,0.580889
795,2,162.0,train,0.45001298
796,2,163.0,train,0.4651642
797,2,164.0,train,0.55982625
798,2,165.0,train,0.616168
799,2,166.0,train,0.5341841
800,2,167.0,train,0.41373092
801,2,168.0,train,0.5682849
802,2,169.0,train,0.5246576
803,2,170.0,train,0.411493
804,2,171.0,train,0.77401567
805,2,172.0,train,0.4950373
806,2,173.0,train,0.43087572
807,2,174.0,train,0.5372793
808,2,175.0,train,0.5123075
809,2,176.0,train,0.57541627
810,2,177.0,train,0.41341484
811,2,178.0,train,0.5450852
812,2,179.0,train,0.47172606
813,2,180.0,train,0.49200332
814,2,181.0,train,0.35909638
815,2,182.0,train,0.4753331
816,2,183.0,train,0.5237338
817,2,184.0,train,0.4768115
818,2,185.0,train,0.38227257
819,2,186.0,train,0.73128647
820,2,187.0,train,0.35059708
821,2,188.0,train,0.46069223
822,2,189.0,train,0.49398437
823,2,190.0,train,0.69722146
824,2,191.0,train,0.33120388
825,2,192.0,train,0.5310527
826,2,193.0,train,0.39985925
827,2,194.0,train,0.4130247
828,2,195.0,train,0.33574617
829,2,196.0,train,0.5270249
830,2,197.0,train,0.4822426
831,2,198.0,train,0.47062328
832,2,199.0,train,0.43816864
833,2,200.0,train,0.42121905
834,2,201.0,train,0.4893592
835,2,202.0,train,0.51322514
836,2,203.0,train,0.47633755
837,2,204.0,train,0.35257745
838,2,205.0,train,0.3903141
839,2,206.0,train,0.33239466
840,2,207.0,train,0.37977988
841,2,208.0,train,0.4000243
842,2,209.0,train,0.4293567
843,2,210.0,train,0.45588303
844,2,211.0,train,0.4308505
845,2,212.0,train,0.44744495
846,2,213.0,train,0.4764037
847,2,214.0,train,0.5738766
848,2,215.0,train,0.5556467
849,2,216.0,train,0.4872427
850,2,217.0,train,0.64053947
851,2,218.0,train,0.45754933
852,2,219.0,train,0.5285535
853,2,220.0,train,0.6409153
854,2,221.0,train,0.39825663
855,2,222.0,train,0.68497443
856,2,223.0,train,0.60752183
857,2,224.0,train,0.39260864
858,2,225.0,train,0.46471083
859,2,226.0,train,0.5728061
860,2,227.0,train,0.36362234
861,2,228.0,train,0.46767953
862,2,229.0,train,0.522222
863,2,230.0,train,0.4880129
864,2,231.0,train,0.49380577
865,2,232.0,train,0.299139
866,2,233.0,train,0.52178985
867,2,234.0,train,0.45097774
868,2,235.0,train,0.53336596
869,2,236.0,train,0.51104474
870,2,237.0,train,0.5837314
871,2,238.0,train,0.42874128
872,2,239.0,train,0.4054139
873,2,240.0,train,0.36863804
874,2,241.0,train,0.63608027
875,2,242.0,train,0.5007899
